WKT,id,nombre,direccion,cod_ine_mun,anyo_const,tipo_edifi,tipo_edifi_val,uso_edifi,uso_edifi_val,proteccio,e1_entrada_ppal,e1_entrada_ppal_val,e1_coste,e2_itinerarios_accesibles,e2_itinerarios_accesibles_val,e2_coste,e3_zonas_atencion_publico,e3_zonas_atencion_publico_val,e3_coste,e4_servicios_higienicos,e4_servicios_higienicos_val,e4_coste,e5_elementos_accesibles,e5_elementos_accesibles_val,e5_coste,accesibilidat_total,accesibilidat_total_val,total_coste,nom_mun,nom_mun_cas,nom_mun_cas_a,nom_mun_val,nom_mun_val_a,noms_mun,comarca,provincia,lon,lat
POINT (700219.782535618 4220721.58450985),847,CENTRO POLIVALENTE SOCIOCULTURAL,C/ TRAFALGAR,3118,2013,Equipamiento,Equipament,"Educativo, Cultural, Social","Educatiu, Cultural, Social",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,1557.26,Accesibilidad baja,Accessibilitat baixa,37641.5,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad media,Accessibilitat mitjana,7047.88,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,47222.82,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,el Baix Segura/La Vega Baja,Alacant/Alicante,-0.7161860000000033,38.11214600000002
POINT (702763.458060687 4223430.57867205),848,CENTRO SOCIAL URB. MARINA,C/ ÁMSTERDAM,3118,2000,Equipamiento,Equipament,Social,Social,No,Accesibilidad baja,Accessibilitat baixa,7206.74,Accesibilidad baja,Accessibilitat baixa,4945.11,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad media,Accessibilitat mitjana,1761.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,14890.0,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,el Baix Segura/La Vega Baja,Alacant/Alicante,-0.6864229999999989,38.135974000000004
POINT (700177.177593726 4221169.37023931),849,COLEGIO JOSÉ MARÍA MANRESA NAVARRO,CTRA. ELCHE,3118,1975,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,1392.52,Accesibilidad baja,Accessibilitat baixa,23022.25,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,25309.85,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,2516.52,Accesibilidad baja,Accessibilitat baixa,53217.32,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,el Baix Segura/La Vega Baja,Alacant/Alicante,-0.7165460000000035,38.116188
POINT (700024.228238417 4220967.61828236),850,LA EXPO “ANTIGUA ESCUELA INFANTIL”,"C/ MENÉNDEZ PELAYO, 2",3118,1980,Equipamiento,Equipament,"Cultural, Social, Educativo","Cultural, Social, Educatiu",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,663.65,Accesibilidad baja,Accessibilitat baixa,2812.44,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad media,Accessibilitat mitjana,1761.97,Accesibilidad alta,Accessibilitat alta,200.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,6414.24,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,el Baix Segura/La Vega Baja,Alacant/Alicante,-0.718345999999997,38.114405
POINT (700002.96285179 4221097.45922881),851,ESPACIO MULTIUSOS COMERCIAL-CULTURAL,U.E.-2,3118,2015,Equipamiento,Equipament,"Social, Recreativo, Otro","Social, Recreatiu, Un altre",No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad baja,Accessibilitat baixa,721.86,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad media,Accessibilitat mitjana,2059.25,Accesibilidad baja,Accessibilitat baixa,11198.5,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,el Baix Segura/La Vega Baja,Alacant/Alicante,-0.7185519999999954,38.11557900000003
POINT (699985.964673661 4220961.01419768),852,ESCUELA DE MÚSICA,"C/ MENÉNDEZ PELAYO, 6",3118,2003,Equipamiento,Equipament,"Educativo, Cultural","Educatiu, Cultural",No,Accesibilidad baja,Accessibilitat baixa,990.24,Accesibilidad baja,Accessibilitat baixa,8999.27,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad media,Accessibilitat mitjana,1761.97,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,661.85,Accesibilidad baja,Accessibilitat baixa,13389.51,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,el Baix Segura/La Vega Baja,Alacant/Alicante,-0.7187839999999979,38.11435400000002
POINT (699742.529726304 4220760.26416675),853,TEATRO MUNICIPAL CARDENAL BELLUGA,C/ ROJALES UE-2,3118,2006,Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad baja,Accessibilitat baixa,4132.06,Accesibilidad baja,Accessibilitat baixa,1263.72,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad baja,Accessibilitat baixa,21785.91,Accesibilidad media,Accessibilitat mitjana,1235.55,Accesibilidad baja,Accessibilitat baixa,29393.42,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,el Baix Segura/La Vega Baja,Alacant/Alicante,-0.7216150000000013,38.11259999999999
POINT (700087.386638447 4220821.70726783),854,CENTRO CÍVICO,C/ LEPANTO 9,3118,2000,Equipamiento,Equipament,"Cultural, Social, Asistencial","Cultural, Social, Assistencial",No,Accesibilidad baja,Accessibilitat baixa,710.05,Accesibilidad baja,Accessibilitat baixa,1222.05,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,27071.82,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,29950.1,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,el Baix Segura/La Vega Baja,Alacant/Alicante,-0.7176670000000015,38.11307699999998
POINT (699965.351405722 4220718.2128028),855,MUSEO ARQUEOLÓGICO,PLAZA CONSTITUCIÓN. 3,3118,1945,Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,663.65,Accesibilidad baja,Accessibilitat baixa,6064.45,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad baja,Accessibilitat baixa,9023.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,16728.22,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,el Baix Segura/La Vega Baja,Alacant/Alicante,-0.7190869999999953,38.112171999999994
POINT (736766.96967605 4293290.29248335),856,"CASA CONSISTORIAL, CENTRO CIVICO Y CONSULTORIO",CALLE NUEVA 18,3130,2005,Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",No,Accesibilidad baja,Accessibilitat baixa,5027.54,Accesibilidad baja,Accessibilitat baixa,4079.68,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,9023.94,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,250.0,Accesibilidad baja,Accessibilitat baixa,19357.34,Tollos,Tollos,Tollos,Tollos,Tollos,Tollos,el Comtat,Alacant/Alicante,-0.27524650000000417,38.75657900000003
POINT (736811.434181825 4293290.97301445),857,RESIDENCIA 3ª EDAD,CALLE NUEVA 7,3130,1990,Vivienda+equipamiento,Habitatge+equipament,"Asistencial, Infraestructura","Assistencial, Infraestructura",No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad baja,Accessibilitat baixa,47773.65,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,5000.0,Accesibilidad baja,Accessibilitat baixa,68423.01,Tollos,Tollos,Tollos,Tollos,Tollos,Tollos,el Comtat,Alacant/Alicante,-0.2747351000000044,38.75657320000002
POINT (736782.075669568 4293348.79942639),858,CENTRO CULTURAL,CALLE DIPUTACIÓN,3130,1970,Vivienda+equipamiento,Habitatge+equipament,Otro,Altre,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,126.92,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,7261.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,8335.07,Tollos,Tollos,Tollos,Tollos,Tollos,Tollos,el Comtat,Alacant/Alicante,-0.2750528000000023,38.757101600000034
POINT (685982.531214008 4278049.1371769),859,CASA DE LA CULTURA,PLAZA DE SANTIAGO 6,3140,1985,Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,9266.79,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,60095.45,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,30809.85,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,7255.5,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,108403.77,Villena,Villena,Villena,Villena,Villena,Villena,l’Alt Vinalopó/El Alto Vinalopó,Alacant/Alicante,-0.863341000000002,38.63148700000003
POINT (774783.006677482 4298116.44147998),860,CASA CONSISTORIAL,"PL DE LA IGLESIA, 4",3082,1980,Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",BRL,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,1271.9,Accesibilidad baja,Accessibilitat baixa,13651.7,Accesibilidad baja,Accessibilitat baixa,1952.36,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,31399.9,Xàbia,Jávea,Jávea,Xàbia,Xàbia,Xàbia/Jávea,la Marina Alta,Alacant/Alicante,0.1635910999999947,38.788993700000006
POINT (774851.445096823 4298051.85147283),861,NUEVO AYUNTAMIENTO,"PORTAL DEL CLOT, 2",3082,2008,Equipamiento,Equipament,"Cultural, Administrativo, Institucional, Infraestructura","Cultural, Administratiu, Institucional, Infraestructura",No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad baja,Accessibilitat baixa,8895.3,Accesibilidad media,Accessibilitat mitjana,30.0,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,5229.08,Accesibilidad baja,Accessibilitat baixa,14333.62,Xàbia,Jávea,Jávea,Xàbia,Xàbia,Xàbia/Jávea,la Marina Alta,Alacant/Alicante,0.1643522000000019,38.78839120000003
POINT (774410.880261519 4298161.84520249),862,CENTRO SOCIAL Y CONSERVAT,"C/RAFAEL ECHAGÜE, 3 Y 5",3082,2008,Equipamiento,Equipament,"Educativo, Cultural, Administrativo, Institucional, Infraestructura","Educatiu, Cultural, Administratiu, Institucional, Infraestructura",No,Accesibilidad baja,Accessibilitat baixa,3608.19,Accesibilidad baja,Accessibilitat baixa,5389.3,Accesibilidad baja,Accessibilitat baixa,1952.36,Accesibilidad baja,Accessibilitat baixa,21785.91,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,2418.5,Accesibilidad baja,Accessibilitat baixa,35154.26,Xàbia,Jávea,Jávea,Xàbia,Xàbia,Xàbia/Jávea,la Marina Alta,Alacant/Alicante,0.1593308999999932,38.789518099999995
POINT (774267.37447384 4298083.74549821),863,ESCUELA INFANTIL MUNICIPAL,"METGE JOSÉ FERRANDIS, 5",3082,1990,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,3704.9,Accesibilidad baja,Accessibilitat baixa,7678.21,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,14523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,26853.23,Xàbia,Jávea,Jávea,Xàbia,Xàbia,Xàbia/Jávea,la Marina Alta,Alacant/Alicante,0.1576499999999949,38.78885999999998
POINT (774800.363193183 4298120.8544658),864,CASA CULTURA,"PL. BAIX, 6",3082,2003,Equipamiento,Equipament,"Educativo, Cultural, Social, Recreativo","Educatiu, Cultural, Social, Recreatiu",No,Accesibilidad baja,Accessibilitat baixa,1699.87,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,56184.22,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,21785.91,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,5910.7,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,86556.88,Xàbia,Jávea,Jávea,Xàbia,Xàbia,Xàbia/Jávea,la Marina Alta,Alacant/Alicante,0.16379239999999662,38.789028000000044
POINT (774753.058398105 4298060.93642642),865,BIBLIOTECA MUNICIPAL,"C/MAYOR, 9 Y 11",3082,1980,Equipamiento,Equipament,"Cultural, Administrativo","Cultural, Administratiu",BRL,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,1449.05,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,42350.52,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,29047.88,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,73823.63,Xàbia,Jávea,Jávea,Xàbia,Xàbia,Xàbia/Jávea,la Marina Alta,Alacant/Alicante,0.16322470000000208,38.78850360000001
POINT (775209.62747739 4298470.24944885),866,INSTITUTO MUSICAL,"AV. JUAN CARLOS I, 55",3082,1978,Equipamiento,Equipament,"Educativo, Cultural","Educatiu, Cultural",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,1928.65,Accesibilidad baja,Accessibilitat baixa,4393.95,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,21792.72,Xàbia,Jávea,Jávea,Xàbia,Xàbia,Xàbia/Jávea,la Marina Alta,Alacant/Alicante,0.16863689999999887,38.79204420000003
POINT (774656.530959343 4297994.19168958),867,EDIFICIO CA LAMBERT,"C/MAYOR, 43",3082,1900,Equipamiento,Equipament,"Educativo, Cultural, Administrativo","Educatiu, Cultural, Administratiu",BRL,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,1677.4,Accesibilidad baja,Accessibilitat baixa,11843.4,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,21785.91,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,36252.89,Xàbia,Jávea,Jávea,Xàbia,Xàbia,Xàbia/Jávea,la Marina Alta,Alacant/Alicante,0.16208840000000455,38.78793310000001
POINT (774730.287037158 4298069.71697245),868,MUSEO “SOLER BLASCO”,"C/PRIMICIAS, 1",3082,1987,Equipamiento,Equipament,Cultural,Cultural,BRL,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,306.16,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,31844.7,Accesibilidad media,Accessibilitat mitjana,30.0,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,661.85,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,47366.65,Xàbia,Jávea,Jávea,Xàbia,Xàbia,Xàbia/Jávea,la Marina Alta,Alacant/Alicante,0.16296640000000062,38.7885897
POINT (759691.120866739 4292078.78700559),869,"AJUNTAMENT, SALÓ D'ACTES","C/ESGLÈSIA, 27",3081,1990,Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",No,Accesibilidad baja,Accessibilitat baixa,3086.7,Accesibilidad baja,Accessibilitat baixa,11393.55,Accesibilidad media,Accessibilitat mitjana,30.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,14523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,29034.19,Xaló,Xaló,Xaló,Xaló,Xaló,Xaló,la Marina Alta,Alacant/Alicante,-0.012205199999999335,38.73923159999998
POINT (759975.821565183 4292421.60029736),870,"BIBLIOTECA, CASA DE LA CULTURA, LLAR 3ª EDAT",PD PLA LA HUERTA POLÍGONO 3 PARCELA 40,3081,2001,Equipamiento,Equipament,"Cultural, Social, Recreativo","Cultural, Social, Recreatiu",No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad baja,Accessibilitat baixa,3518.9,Accesibilidad media,Accessibilitat mitjana,30.0,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,10990.11,Xaló,Xaló,Xaló,Xaló,Xaló,Xaló,la Marina Alta,Alacant/Alicante,-0.00880500000000025,38.74223300000004
POINT (759726.115102963 4292263.65189102),871,ESCOLA MÚSICA,"PZ. MAYOR, 1 PL1",3081,1970,Equipamiento,Equipament,"Educativo, Cultural","Educatiu, Cultural",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,787.49,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,23463.48,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad media,Accessibilitat mitjana,1761.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,26959.12,Xaló,Xaló,Xaló,Xaló,Xaló,Xaló,la Marina Alta,Alacant/Alicante,-0.011733699999996839,38.740885
POINT (759495.059547898 4292450.395725),872,MUSEO ETNOLOGICO,"AV. REY JUAN CARLOS I, 45",3081,1950,Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad baja,Accessibilitat baixa,1395.74,Accesibilidad baja,Accessibilitat baixa,1665.32,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,11269.21,Xaló,Xaló,Xaló,Xaló,Xaló,Xaló,la Marina Alta,Alacant/Alicante,-0.0143187000000016,38.742633499999975
POINT (717270.714171846 4268610.07292299),873,CASA CONSISTORIAL,"AV. CONSTITUCIÓ, 6",3083,1904,Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,60434.02,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad media,Accessibilitat mitjana,5285.91,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,66875.35,Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante,-0.5071220000000013,38.539388999999964
POINT (717301.705987367 4268638.12524427),874,CASAL TERCERA EDAD,"C/ D’ALCOI, 20",3083,1950,Equipamiento,Equipament,Social,Social,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,306.16,Accesibilidad baja,Accessibilitat baixa,17454.05,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,10785.91,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,29522.3,Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante,-0.506757999999996,38.53963400000004
POINT (717767.585975711 4268995.42262965),875,CEIP CRISTOBAL COLON,"C/ JOSEP MARIA SAMPER, 3",3083,1960,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,4718.65,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,73642.67,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,36309.85,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,115647.35,Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante,-0.5013059999999958,38.542736999999974
POINT (717338.199559739 4268923.11569978),876,CEIP ELOI COLOMA,"AV. CONSTITUCIÓ, 55",3083,1940,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,14239.99,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,61605.99,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,23547.88,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,100370.04,Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante,-0.5062510000000007,38.54219100000003
POINT (717340.396711376 4267655.67090698),877,CEIP SAGRADA FAMILIA,"AV. JOAN FUSTER, 4",3083,1980,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,50696.12,Accesibilidad baja,Accessibilitat baixa,6969.83,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad media,Accessibilitat mitjana,3523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,62166.07,Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante,-0.5066200000000014,38.53077900000004
POINT (717452.90926506 4268524.60791916),878,BIBLIOTECA,"C/ MALLORCA, 15",3083,1940,Equipamiento,Equipament,"Educativo, Cultural","Educatiu, Cultural",No,Accesibilidad baja,Accessibilitat baixa,37898.44,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,35124.22,Accesibilidad media,Accessibilitat mitjana,30.0,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,87576.6,Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante,-0.5050599999999955,38.53857499999999
POINT (717294.418969827 4268909.93243809),879,CASA DE CULTURA,"C/ MARE DE DÉU DE L'ORITO, 62",3083,1900,Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad media,Accessibilitat mitjana,30.0,Accesibilidad baja,Accessibilitat baixa,14951.06,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,29505.0,Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante,-0.506757000000002,38.542083000000005
POINT (717289.075390705 4269020.07775635),880,ESCUELA DE MUSICA,"C/ SANT FRANCESC, 13",3083,2005,Equipamiento,Equipament,"Educativo, Cultural","Educatiu, Cultural",No,Accesibilidad baja,Accessibilitat baixa,1392.52,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,30328.47,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,39959.14,Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante,-0.5067840000000022,38.54307599999997
POINT (717290.668632282 4268954.92419991),881,TEATRET,"PLAÇA DEL CONVENT, 3",3083,1900,Equipamiento,Equipament,Cultural,Cultural,BRL,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad baja,Accessibilitat baixa,10324.96,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,9023.94,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,1073.7,Accesibilidad baja,Accessibilitat baixa,21548.02,Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante,-0.5067860000000042,38.54248900000002
