WKT,id,nombre,direccion,cod_ine_mun,anyo_const,tipo_edifi,uso_edifi,e1_entrada_ppal,e2_itinerarios_accesibles,e3_zonas_atencion_publico,e4_servicios_higienicos,e5_elementos_accesibles,accesibilidat_total,nom_mun,comarca,provincia
POINT (751108.799006544 4296094.46056993),780,CENTRO SOCIAL 3? EDAD DE FLEIXY ANTIGUO AYUNTAMIENTO  ,"C. MAYOR, 11                                           ",3137,1943,Equipamiento         ,"Cultural, Social, Recreativo             ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,la Vall de Laguar   ,la Marina Alta     ,Alacant/Alicante 
POINT (749560.751452843 4295544.30816809),781,CONSULTORIO M?DICO Y CENTRO SOCIAL DE BENIMAURELL     ,"C. LLOP, 30                                            ",3137,2004,Equipamiento         ,"Sanitario, Asistencial, Social, Recreativ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,la Vall de Laguar   ,la Marina Alta     ,Alacant/Alicante 
POINT (751796.940672092 4296411.1925062) ,782,EDIFICIO MULTIUSOS Y ANTIGUO CONSULTORIO DE CAMPELL   ,"C. REI EN JAUME I,24                                   ",3137,1920,Equipamiento         ,"Cultural, Social, Recreativo             ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,la Vall de Laguar   ,la Marina Alta     ,Alacant/Alicante 
POINT (741503.024195772 4266079.97284289),785,BARBERA ARAGONES                                      ,CL BARRANQUET 16                                       ,3139,1600,Equipamiento         ,Cultural                                 ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,la Vila Joiosa      ,la Marina Baixa    ,Alacant/Alicante 
POINT (698130.003177755 4211481.97186066),790,C.P. EGB VIRGEN DEL PILAR                             ,"C/FIDEL G?MEZ, 1                                       ",3903,2005,Equipamiento         ,Educativo                                ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Los Montesinos      ,el Baix Segura/La V,Alacant/Alicante 
POINT (697964.38835366 4211288.74128153) ,793,CASA DE LA JUVENTUD                                   ,"C/LIBERTAD, 3                                          ",3903,1980,Equipamiento         ,Social                                   ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Los Montesinos      ,el Baix Segura/La V,Alacant/Alicante 
POINT (688646.641495244 4256416.54724584),794,CASA CULTURA                                          ,C/ MESTRE D. JOAQUIN N? 8                              ,3089,1988,Equipamiento         ,"Educativo, Cultural, Social              ",Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Monover             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (694709.907659606 4251095.60633098),796,CENTRO DE TERCERA EDAD FCO. ALTED PALOMARES           ,C/ ALICANTE                                            ,3093,1984,Equipamiento         ,Social                                   ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Novelda             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (695885.194381835 4250664.04545884),798,CENTRO SALUD AGUA DEPORTIVO (CSAD)                    ,"C/ AUSIAS MARCH, 56                                    ",3093,2010,Equipamiento         ,Deportivo                                ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Novelda             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (694604.870985881 4250164.96638371),799,CENTRO SOCIAL DE RECREO DE PERSONAS MAYORES CARMENCITA,"C/ MONFORTE DEL CID, 1                                 ",3093,2010,Equipamiento         ,"Social, Cultural                         ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Novelda             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (695141.510498848 4250932.48961804),800,CENTRO TERCERA EDAD BARRIO LA GARROVA                 ,"C/ VALLE INCLAN, 16                                    ",3093,1978,Equipamiento         ,"Social, Cultural                         ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Novelda             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (694619.271720428 4251428.43442777),803,TAPIS                                                 ,"C/ MAESTRO MANDOS, S/N                                 ",3093,2003,Equipamiento         ,"Social, Institucional                    ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Novelda             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (695186.277177432 4251043.61893163),804,CENTRO CULTURAL GOMEZ TORTOSA+ OFICINA TURISMO +BIBLIO,"C/ MAYOR, 6                                            ",3093,1902,Equipamiento         ,"Cultural, Social                         ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Novelda             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (695010.316880731 4251098.65433363),807,AULAS MUNICIPALES DE USO POLIVALENTE                  ,"C/ MENENDEZ PELAYO, 5                                  ",3093,2000,Equipamiento         ,"Cultural, Social                         ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Novelda             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (694888.635076173 4250456.43025133),808,CASAL DE LA JUVENTUD                                  ,"C/ DR. FLEMING, 40                                     ",3093,2012,Equipamiento         ,"Cultural, Social                         ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Novelda             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (695900.793442458 4250863.63886076),809,CENTRO POLIVALENTE ASOCIACIONES (ANTIGUO CENTRO DE SAL,"AV. P?REZ GALD?S, 7                                    ",3093,1976,Equipamiento         ,"Cultural, Social                         ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Novelda             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (762307.190617806 4302029.53215767),812,EDIFICI DE LA ESCOLETA INFANTIL                       ,CL LEPANTO 17                                          ,3095,1987,Equipamiento         ,Educativo                                ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Ondara              ,la Marina Alta     ,Alacant/Alicante 
POINT (762175.265249215 4301741.63796069),814,AUDITORI MUNICIPAL                                    ,CL SANT JAUME 14                                       ,3095,1992,Equipamiento         ,"Cultural, Social, Recreativo             ",Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Ondara              ,la Marina Alta     ,Alacant/Alicante 
POINT (762213.379068471 4301745.66568684),815,AUDITORI MUNICIPAL                                    ,CL DR FERRAND 8 ONDARA 3760-ALICANTE                   ,3095,1992,Equipamiento         ,Infraestructura                          ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Ondara              ,la Marina Alta     ,Alacant/Alicante 
POINT (761929.360789049 4301710.67243844),816,AULARI DE MUSICA                                      ,CL MENENDEZ PIDAL 2                                    ,3095,2006,Equipamiento         ,"Educativo, Cultural                      ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Ondara              ,la Marina Alta     ,Alacant/Alicante 
POINT (761838.580266928 4302090.48869143),817,EDIFICI EL PRADO . SALA MULTIUSOS                     ,CL DR BARRAQUER 1                                      ,3095,1960,Equipamiento         ,Infraestructura                          ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad alta                              ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Ondara              ,la Marina Alta     ,Alacant/Alicante 
POINT (702427.783014304 4278160.5041684) ,820,CENTRO SOCIAL POLIVALENTE                             ,"C. SA?CO, 13                                           ",3096,1984,Equipamiento         ,Cultural                                 ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Onil                ,l'Alcoia           ,Alacant/Alicante 
POINT (702588.195131662 4278323.93764653),821,CENTRO CULTURAL                                       ,"AV. DE LA CONSTITUCI?N, 21                             ",3096,1990,Equipamiento         ,Cultural                                 ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Onil                ,l'Alcoia           ,Alacant/Alicante 
POINT (702453.823270677 4278133.28938903),822,MUSEO DE LA MU?ECA                                    ,"AV. DE LA PAZ, 2                                       ",3096,1880,Equipamiento         ,Cultural                                 ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Onil                ,l'Alcoia           ,Alacant/Alicante 
POINT (749279.621034617 4280057.74607954),825,CENTRO SOCIAL PLAZOLETA DEL PILAR 3 PBJ DE XIRLES     ,"PLAZA DEL PILAR, 3, PBJ(XIRLES)                        ",3107,2008,Equipamiento         ,"Administrativo, Social                   ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Polop               ,la Marina Baixa    ,Alacant/Alicante 
POINT (748780.226679738 4275623.85196721),826,CENTRO SOCIAL LA ALBERCA                              ,"AV ANDALUCIA, 66                                       ",3107,2010,Equipamiento         ,"Administrativo, Social, Recreativo       ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Polop               ,la Marina Baixa    ,Alacant/Alicante 
POINT (749439.965413044 4280094.08687846),828,EDIFICIO CENTRO SOCIAL C. SAN RAMON N? 36             ,"C. SANT RAM?N, 36 (XIRLES)                             ",3107,1975,Equipamiento         ,"Sanitario, Asistencial, Social, Recreativ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Polop               ,la Marina Baixa    ,Alacant/Alicante 
POINT (749404.049664743 4277680.91602382),830,EDIFICIO ANTIGUO CEIP SANT ROC                        ,"C.APOLO, 4                                             ",3107,1978,Equipamiento         ,Educativo                                ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Polop               ,la Marina Baixa    ,Alacant/Alicante 
POINT (749347.284185412 4277874.1291848) ,831,EDIFICIO NUEVO CEIP SANT ROC                          ,PDA PLA DE TEROL SN                                    ,3107,2012,Equipamiento         ,"Educativo, Deportivo                     ",Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Polop               ,la Marina Baixa    ,Alacant/Alicante 
POINT (750123.163001764 4278715.11339339),832,EDIFICIO CASA DE CULTURA                              ,"C. P?SITO, 20                                          ",3107,1910,Equipamiento         ,Cultural                                 ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Polop               ,la Marina Baixa    ,Alacant/Alicante 
POINT (749799.528606771 4278779.42147105),833,EDIFICIO CASA MUSEO GABRIEL MIRO                      ,"AV SAGI BARBA, 21                                      ",3107,1930,Equipamiento         ,"Educativo, Cultural                      ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Polop               ,la Marina Baixa    ,Alacant/Alicante 
POINT (733366.320585139 4289649.88403122),834,CASA CONSISTORIAL                                     ,"CL. TRINQUET, 13                                       ",3060,2000,Equipamiento         ,"Administrativo, Institucional            ",Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Quatretondeta       ,el Comtat          ,Alacant/Alicante 
POINT (733366.320585139 4289649.88403122),835,CONSULTORIO AUXILIAR                                  ,"CL. TRINQUET, 15                                       ",3060,1979,Equipamiento         ,"Sanitario, Asistencial                   ",Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Quatretondeta       ,el Comtat          ,Alacant/Alicante 
POINT (733382.404261786 4289521.94913637),836,HOGAR 3? EDAD                                         ,"AVDA. PAIS VALENCI?, 9-3                               ",3060,1960,Equipamiento         ,"Cultural, Social, Recreativo             ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Quatretondeta       ,el Comtat          ,Alacant/Alicante 
POINT (681913.567436652 4265563.67781499),838,AYUNTAMIENTO                                          ,PLAZA ESPA?A N? 8                                      ,3116,1938,Equipamiento         ,"Administrativo, Institucional            ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Salinas             ,l?Alt Vinalopo/El A,Alacant/Alicante 
POINT (681914.405072514 4265530.60816959),839,SERVICIOS SOCIALES - CASA CARCEL                      ,PLAZA DE ESPA?A N? 1 - C                               ,3116,1986,Equipamiento         ,"Administrativo, Institucional            ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Salinas             ,l?Alt Vinalopo/El A,Alacant/Alicante 
POINT (682042.392184067 4265453.0124334) ,840,ANTIGUAS ESCUELAS                                     ,CALLE SAX N? 4                                         ,3116,1955,Equipamiento         ,"Cultural, Social, Otro                   ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Salinas             ,l?Alt Vinalopo/El A,Alacant/Alicante 
POINT (682004.403309101 4265616.26085134),843,CENTRO POLIVALENTE                                    ,CALLE HORNO DE VIDRIO N? 49                            ,3116,1992,Equipamiento         ,"Social, Educativo, Deportivo, Cultural   ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Salinas             ,l?Alt Vinalopo/El A,Alacant/Alicante 
POINT (700219.782535618 4220721.58450985),847,CENTRO POLIVALENTE SOCIOCULTURAL                      ,C/ TRAFALGAR                                           ,3118,2013,Equipamiento         ,"Educativo, Cultural, Social              ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,San Fulgencio       ,el Baix Segura/La V,Alacant/Alicante 
POINT (700024.228238417 4220967.61828236),850,LA EXPO ?ANTIGUA ESCUELA INFANTIL?                    ,"C/ MEN?NDEZ PELAYO, 2                                  ",3118,1980,Equipamiento         ,"Cultural, Social, Educativo              ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,San Fulgencio       ,el Baix Segura/La V,Alacant/Alicante 
POINT (699965.351405722 4220718.2128028) ,855,MUSEO ARQUEOL?GICO                                    ,PLAZA CONSTITUCI?N. 3                                  ,3118,1945,Equipamiento         ,Cultural                                 ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,San Fulgencio       ,el Baix Segura/La V,Alacant/Alicante 
POINT (736782.075669568 4293348.79942639),858,CENTRO CULTURAL                                       ,CALLE DIPUTACI?N                                       ,3130,1970,Vivienda+equipamiento,Otro                                     ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Tollos              ,el Comtat          ,Alacant/Alicante 
POINT (685982.531214008 4278049.1371769) ,859,CASA DE LA CULTURA                                    ,PLAZA DE SANTIAGO 6                                    ,3140,1985,Equipamiento         ,Cultural                                 ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Villena             ,l?Alt Vinalopo/El A,Alacant/Alicante 
POINT (774783.006677482 4298116.44147998),860,CASA CONSISTORIAL                                     ,"PL DE LA IGLESIA, 4                                    ",3082,1980,Equipamiento         ,"Administrativo, Institucional            ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Xabia               ,la Marina Alta     ,Alacant/Alicante 
POINT (774267.37447384 4298083.74549821) ,863,ESCUELA INFANTIL MUNICIPAL                            ,"METGE JOS? FERRANDIS, 5                                ",3082,1990,Equipamiento         ,Educativo                                ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Xabia               ,la Marina Alta     ,Alacant/Alicante 
POINT (774800.363193183 4298120.8544658) ,864,CASA CULTURA                                          ,"PL. BAIX, 6                                            ",3082,2003,Equipamiento         ,"Educativo, Cultural, Social, Recreativo  ",Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Xabia               ,la Marina Alta     ,Alacant/Alicante 
POINT (774753.058398105 4298060.93642642),865,BIBLIOTECA MUNICIPAL                                  ,"C/MAYOR, 9 Y 11                                        ",3082,1980,Equipamiento         ,"Cultural, Administrativo                 ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Xabia               ,la Marina Alta     ,Alacant/Alicante 
POINT (775209.62747739 4298470.24944885) ,866,INSTITUTO MUSICAL                                     ,"AV. JUAN CARLOS I, 55                                  ",3082,1978,Equipamiento         ,"Educativo, Cultural                      ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Xabia               ,la Marina Alta     ,Alacant/Alicante 
POINT (774656.530959343 4297994.19168958),867,EDIFICIO CA LAMBERT                                   ,"C/MAYOR, 43                                            ",3082,1900,Equipamiento         ,"Educativo, Cultural, Administrativo      ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Xabia               ,la Marina Alta     ,Alacant/Alicante 
POINT (774730.287037158 4298069.71697245),868,MUSEO ?SOLER BLASCO?                                  ,"C/PRIMICIAS, 1                                         ",3082,1987,Equipamiento         ,Cultural                                 ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Xabia               ,la Marina Alta     ,Alacant/Alicante 
POINT (759691.120866739 4292078.78700559),869,"AJUNTAMENT, SAL? D'ACTES                              ","C/ESGL?SIA, 27                                         ",3081,1990,Equipamiento         ,"Administrativo, Institucional            ",Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Xalo                ,la Marina Alta     ,Alacant/Alicante 
POINT (759726.115102963 4292263.65189102),871,ESCOLA M?SICA                                         ,"PZ. MAYOR, 1 PL1                                       ",3081,1970,Equipamiento         ,"Educativo, Cultural                      ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Xalo                ,la Marina Alta     ,Alacant/Alicante 
POINT (717270.714171846 4268610.07292299),873,CASA CONSISTORIAL                                     ,"AV. CONSTITUCI?, 6                                     ",3083,1904,Equipamiento         ,"Administrativo, Institucional            ",Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Xixona              ,l'Alacanti         ,Alacant/Alicante 
POINT (717301.705987367 4268638.12524427),874,CASAL TERCERA EDAD                                    ,"C/ D?ALCOI, 20                                         ",3083,1950,Equipamiento         ,Social                                   ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Xixona              ,l'Alacanti         ,Alacant/Alicante 
POINT (717767.585975711 4268995.42262965),875,CEIP CRISTOBAL COLON                                  ,"C/ JOSEP MARIA SAMPER, 3                               ",3083,1960,Equipamiento         ,Educativo                                ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Xixona              ,l'Alacanti         ,Alacant/Alicante 
POINT (717338.199559739 4268923.11569978),876,CEIP ELOI COLOMA                                      ,"AV. CONSTITUCI?, 55                                    ",3083,1940,Equipamiento         ,Educativo                                ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Xixona              ,l'Alacanti         ,Alacant/Alicante 
POINT (717452.90926506 4268524.60791916) ,878,BIBLIOTECA                                            ,"C/ MALLORCA, 15                                        ",3083,1940,Equipamiento         ,"Educativo, Cultural                      ",Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Xixona              ,l'Alacanti         ,Alacant/Alicante 
POINT (717289.075390705 4269020.07775635),880,ESCUELA DE MUSICA                                     ,"C/ SANT FRANCESC, 13                                   ",3083,2005,Equipamiento         ,"Educativo, Cultural                      ",Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Xixona              ,l'Alacanti         ,Alacant/Alicante 
